resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
1696,99,4,4,8,1,2,2,2,8,70,8.329,5426462,34,2,01:15.6,210.183,1
1699,99,18,16,9,4,5,5,5,4,70,32.482,5450615,50,5,01:16.0,209.021,1
1701,99,8,1,6,9,7,7,7,2,70,36.23,5454363,30,3,01:15.8,209.518,1
1715,100,30,6,1,4,1,1,1,10,60,24:42.7,5082700,14,1,01:18.7,235.049,1
1716,100,8,1,6,1,2,2,2,8,60,2.13,5084830,10,4,01:19.6,232.641,1
1718,100,18,16,9,3,4,4,4,5,60,10.683,5093383,10,3,01:19.5,232.835,1
1724,100,4,4,8,16,10,10,10,0,60,24.835,5107535,39,8,01:20.4,230.073,1
1735,101,30,6,1,1,1,1,1,10,66,23:54.8,5034848,5,2,01:13.8,223.173,1
1736,101,18,16,9,13,2,2,2,8,66,8.388,5043236,11,3,01:14.1,222.167,1
1737,101,4,4,8,5,3,3,3,6,66,16.351,5051199,8,5,01:14.3,221.724,1
1755,102,30,6,1,1,1,1,1,10,70,35:26.1,5726131,29,1,01:19.1,199.461,1
1757,102,4,4,8,5,3,3,3,6,70,44.599,5770730,49,3,01:20.3,196.469,1
1759,102,18,16,9,4,5,5,5,4,70,+1:07.439,5793570,47,4,01:20.4,196.103,1
1775,103,8,1,6,10,1,1,1,10,44,32:35.3,5555274,42,1,01:45.1,238.931,1
1776,103,30,6,1,2,2,2,2,8,44,3.132,5558406,28,2,01:45.5,238.036,1
1796,104,30,6,1,3,2,2,2,8,53,1.347,4519795,35,2,01:21.4,256.324,1
1797,104,18,16,9,6,3,3,3,6,53,10.197,4528645,13,6,01:22.7,252.262,1
1816,105,18,16,9,3,2,2,2,8,56,1.035,5353455,33,4,01:32.9,211.154,1
1817,105,8,1,6,2,3,3,3,6,56,1.469,5353889,53,3,01:32.9,211.288,1
1818,105,4,4,8,6,4,4,4,5,56,32.51,5384930,55,10,01:33.6,209.597,1
1835,106,30,6,1,1,1,1,1,10,53,24:27.0,5066985,41,2,01:32.8,225.281,1
1837,106,18,16,9,5,3,3,3,6,53,19.662,5086647,33,7,01:33.8,222.824,1
1839,106,4,4,8,11,5,5,5,4,53,37.767,5104752,29,12,01:34.3,221.737,1
1840,106,8,1,6,12,6,6,6,3,53,39.362,5106347,35,10,01:33.9,222.585,1
1856,107,8,1,6,3,2,2,2,8,71,1.022,5282473,52,2,01:11.6,216.768,1
1858,107,4,4,8,8,4,4,4,5,71,48.508,5329959,42,9,01:12.1,215.097,1
1861,107,30,6,1,18,7,7,7,2,71,50.626,5332077,49,4,01:11.8,216.161,1
7554,1,18,23,22,1,1,1,1,10,58,34:15.8,5655784,17,3,01:28.0,216.891,1
7558,1,4,4,7,10,5,5,5,4,58,4.879,5660663,53,9,01:28.7,215.199,1
7559,1,3,3,16,5,6,6,6,3,58,5.722,5661506,48,1,01:27.7,217.668,1
7574,2,18,23,22,1,1,1,1,5,31,10:52.1,4252092,18,1,01:36.6,206.483,1
7580,2,1,1,1,12,7,7,7,1,31,+1:00.733,4312825,17,11,01:39.1,201.276,1
7581,2,3,3,16,4,8,8,8,1,31,+1:11.576,4323668,13,4,01:37.6,204.459,1
7594,3,20,9,15,1,1,1,1,10,56,57:43.5,7063485,42,2,01:52.6,174.235,1
7596,3,18,23,22,5,3,3,3,6,56,44.975,7108460,44,6,01:53.5,172.825,1
7599,3,1,1,1,9,6,6,6,3,56,+1:11.866,7135351,39,12,01:54.7,171.138,1
7602,3,4,4,7,2,9,9,9,0,56,+1:24.309,7147794,38,9,01:54.5,171.413,1
7603,3,8,6,4,8,10,10,10,0,56,+1:31.750,7155235,38,15,01:55.4,170.054,1
7614,4,18,23,22,4,1,1,1,10,57,31:48.2,5508182,11,3,01:34.6,205.979,1
7615,4,20,9,15,3,2,2,2,8,57,7.187,5515369,16,4,01:34.8,205.614,1
7617,4,1,1,1,5,4,4,4,5,57,22.096,5530278,13,6,01:34.9,205.269,1
7619,4,8,6,4,10,6,6,6,3,57,42.057,5550239,42,11,01:35.5,204.016,1
7621,4,4,4,7,7,8,8,8,1,57,52.775,5560957,29,14,01:35.7,203.539,1
7622,4,3,3,16,9,9,9,9,0,57,58.198,5566380,37,15,01:35.8,203.339,1
7623,4,12,4,8,15,10,10,10,0,57,+1:05.149,5573331,37,10,01:35.4,204.138,1
7634,5,18,23,22,1,1,1,1,10,66,37:19.2,5839202,17,2,01:22.9,202.149,1
7637,5,20,9,15,2,4,4,4,5,66,18.941,5858143,41,4,01:23.1,201.684,1
7638,5,4,4,7,8,5,5,5,4,66,43.166,5882368,14,6,01:23.4,200.887,1
7641,5,3,3,16,9,8,8,8,1,66,+1:05.211,5904413,24,7,01:23.6,200.404,1
7654,6,18,23,22,1,1,1,1,10,78,40:44.3,6044282,49,2,01:15.2,159.914,1
7656,6,8,6,4,2,3,3,3,6,78,13.442,6057724,47,5,01:15.4,159.507,1
7659,6,3,3,16,6,6,6,6,3,78,33.586,6077868,48,9,01:15.8,158.686,1
7660,6,4,4,7,9,7,7,7,2,78,37.839,6082121,64,4,01:15.4,159.53,1
7674,7,18,23,22,2,1,1,1,10,58,26:24.8,5184848,40,1,01:27.6,219.422,1
7676,7,20,9,15,1,3,3,3,6,58,7.461,5192309,51,2,01:27.6,219.314,1
7678,7,3,3,16,9,5,5,5,4,58,31.539,5216387,36,11,01:28.2,217.823,1
7682,7,8,6,4,6,9,9,9,0,58,50.246,5235094,58,8,01:28.1,218.221,1
7683,7,4,4,7,8,10,10,10,0,58,+1:02.420,5247268,57,13,01:28.4,217.411,1
7686,7,1,1,1,16,13,13,13,0,58,+1:20.454,5265302,53,15,01:28.6,216.986,1
7694,8,20,9,15,1,1,1,1,10,60,22:49.3,4969328,16,1,01:20.7,229.238,1
7698,8,3,3,16,7,5,5,5,4,60,45.915,5015243,17,3,01:21.1,228.336,1
7699,8,18,23,22,6,6,6,6,3,60,46.285,5015613,54,4,01:21.2,227.956,1
7701,8,8,6,4,9,8,8,8,1,60,+1:09.622,5038950,14,7,01:21.7,226.653,1
7715,9,20,9,15,4,2,2,2,8,60,9.252,5812562,42,4,01:34.1,196.97,1
7717,9,3,3,16,15,4,4,4,5,60,21.099,5824409,50,7,01:34.4,196.315,1
7718,9,18,23,22,3,5,5,5,4,60,23.609,5826919,53,6,01:34.3,196.63,1
7720,9,4,4,7,12,7,7,7,2,60,24.888,5828198,49,1,01:33.4,198.498,1
7726,9,12,4,8,10,13,13,13,0,60,+1:08.328,5871638,46,12,01:34.9,195.337,1
7734,10,1,1,1,4,1,1,1,10,70,38:23.9,5903876,16,4,01:22.5,191.219,1
7735,10,8,6,4,7,2,2,2,8,70,11.529,5915405,70,2,01:22.4,191.323,1
7737,10,3,3,16,5,4,4,4,5,70,26.967,5930843,65,3,01:22.5,191.245,1
7740,10,18,23,22,8,7,7,7,2,70,55.088,5958964,57,6,01:22.7,190.694,1
7745,10,12,4,8,14,12,12,12,0,70,+1:11.512,5975388,65,15,01:23.4,189.067,1
7755,11,1,1,1,1,2,2,2,8,57,2.358,5753647,57,4,01:39.1,196.943,1
7756,11,8,6,4,6,3,3,3,6,57,15.994,5767283,39,5,01:39.2,196.643,1
7758,11,3,3,16,7,5,5,5,4,57,20.87,5772159,52,6,01:39.3,196.401,1
7759,11,4,4,7,8,6,6,6,3,57,27.744,5779033,46,10,01:39.5,196.076,1
7760,11,18,23,22,5,7,7,7,2,57,34.913,5786202,46,2,01:38.9,197.305,1
7774,12,8,6,4,6,1,1,1,10,44,23:51.0,5030995,42,4,01:47.7,234.173,1
7776,12,20,9,15,8,3,3,3,6,44,3.875,5034870,38,1,01:47.3,235.07,1
7781,12,3,3,16,10,8,8,8,1,44,36.208,5067203,41,8,01:47.8,233.973,1
7795,13,18,23,22,6,2,2,2,8,53,2.866,4584572,46,4,01:24.9,245.538,1
7796,13,8,6,4,3,3,3,3,6,53,30.664,4612370,36,2,01:24.8,246.042,1
7798,13,4,4,7,8,5,5,5,4,53,59.182,4640888,50,8,01:25.2,244.777,1
7801,13,20,9,15,9,8,8,8,1,53,+1:25.407,4667113,50,7,01:25.2,244.791,1
7814,14,1,1,1,1,1,1,1,10,61,56:06.3,6966337,36,2,01:48.3,168.561,1
7816,14,4,4,7,5,3,3,3,6,61,16.624,6982961,53,1,01:48.2,168.725,1
7817,14,20,9,15,2,4,4,4,5,61,20.621,6986958,10,7,01:48.4,168.479,1
7818,14,18,23,22,11,5,5,5,4,61,30.015,6996352,54,4,01:48.4,168.524,1
7823,14,8,6,4,12,10,10,10,0,61,58.892,7025229,54,5,01:48.4,168.49,1
7824,14,3,3,16,3,11,11,11,0,61,59.777,7026114,9,3,01:48.4,168.55,1
7834,15,20,9,15,1,1,1,1,10,53,28:20.4,5300443,43,2,01:32.6,225.826,1
7836,15,1,1,1,3,3,3,3,6,53,6.472,5306915,13,6,01:33.3,224.162,1
7837,15,8,6,4,5,4,4,4,5,53,7.94,5308383,33,3,01:33.0,224.789,1
7838,15,3,3,16,7,5,5,5,4,53,8.793,5309236,43,9,01:33.6,223.358,1
7841,15,18,23,22,10,8,8,8,1,53,11.474,5311917,42,5,01:33.3,224.182,1
7843,15,4,4,7,16,10,10,10,0,53,13.065,5313508,28,14,01:33.9,222.523,1
7856,16,1,1,1,17,3,3,3,6,71,18.944,5562025,59,6,01:14.3,208.654,1
7857,16,20,9,15,15,4,4,4,5,71,19.652,5562733,59,2,01:13.9,209.939,1
7858,16,18,23,22,14,5,5,5,4,71,29.005,5572086,46,7,01:14.4,208.631,1
7859,16,8,6,4,5,6,6,6,3,71,33.34,5576421,47,9,01:14.6,208.058,1
16067,17,20,9,15,2,1,1,1,10,55,34:03.4,5643414,54,1,01:40.3,199.387,1
16069,17,18,23,22,5,3,3,3,6,55,18.467,5661881,49,6,01:40.6,198.668,1
16075,17,3,3,16,9,9,9,9,0,55,45.941,5689355,49,15,01:41.0,197.97,1
16078,17,8,6,4,11,12,12,12,0,55,54.317,5697731,54,12,01:40.8,198.272,1
16080,17,4,4,7,15,14,14,14,0,55,+1:09.687,5713101,54,10,01:40.8,198.441,1
20323,337,4,6,8,3,1,1,1,25,49,39:20.4,5960396,45,1,01:58.3,191.706,1
20325,337,1,1,2,4,3,3,3,15,49,23.182,5983578,42,4,01:59.6,189.665,1
20326,337,20,9,5,1,4,4,4,12,49,38.799,5999195,32,12,02:00.2,188.627,1
20327,337,3,131,4,5,5,5,5,10,49,40.213,6000609,45,13,02:00.2,188.599,1
20328,337,30,131,3,7,6,6,6,8,49,44.163,6004559,45,11,02:00.2,188.649,1
20329,337,18,1,1,8,7,7,7,6,49,45.28,6005676,45,9,02:00.0,189.017,1
20347,338,18,1,1,4,1,1,1,25,58,33:36.5,5616531,52,6,01:29.3,213.804,1
20350,338,4,6,8,3,4,4,4,12,58,16.304,5632835,47,10,01:29.7,212.812,1
20351,338,3,131,4,6,5,5,5,10,58,16.683,5633214,53,2,01:28.5,215.742,1
20352,338,1,1,2,11,6,6,6,8,58,29.898,5646429,47,3,01:28.5,215.7,1
20356,338,30,131,3,7,10,10,10,1,58,+1:09.391,5685922,58,4,01:29.2,214.058,1
20371,339,20,9,5,3,1,1,1,25,56,33:48.4,5628412,53,6,01:37.8,204.009,1
20373,339,3,131,4,2,3,3,3,15,56,13.504,5641916,53,8,01:38.1,203.352,1
20376,339,1,1,2,20,6,6,6,8,56,23.471,5651883,32,4,01:37.7,204.151,1
20378,339,18,1,1,17,8,8,8,4,56,37.918,5666330,49,10,01:38.5,202.584,1
20395,340,18,1,1,5,1,1,1,25,56,46:42.2,6402163,14,4,01:42.9,190.731,1
20396,340,1,1,2,6,2,2,2,18,56,1.53,6403693,13,1,01:42.1,192.273,1
20397,340,3,131,4,4,3,3,3,15,56,9.484,6411647,14,5,01:43.2,190.068,1
20398,340,4,6,8,3,4,4,4,12,56,11.869,6414032,14,9,01:44.1,188.445,1
20400,340,20,9,5,1,6,6,6,8,56,33.31,6435473,14,2,01:42.4,191.715,1
20404,340,30,131,3,9,10,10,10,1,56,+1:01.749,6463912,14,10,01:44.3,188.149,1
20420,341,4,6,8,4,2,2,2,18,66,24.065,5768166,57,3,01:24.8,197.51,1
20421,341,20,9,5,2,3,3,3,15,66,51.338,5795439,56,5,01:25.2,196.745,1
20422,341,30,131,3,6,4,4,4,12,66,+1:02.195,5806296,64,10,01:25.5,195.933,1
20423,341,18,1,1,5,5,5,5,10,66,+1:03.728,5807829,64,4,01:25.2,196.768,1
20444,342,20,9,5,3,2,2,2,18,78,0.448,6613803,71,1,01:15.2,159.91,1
20447,342,1,1,2,5,5,5,5,10,78,4.363,6617718,68,10,01:16.2,157.755,1
20448,342,4,6,8,24,6,6,6,8,78,6.341,6619696,73,6,01:15.9,158.408,1
20449,342,3,131,4,6,7,7,7,6,78,6.651,6620006,65,7,01:16.0,158.295,1
20454,342,30,131,3,7,12,12,12,0,78,5.712,6619067,71,5,01:15.6,159.089,1
20467,343,1,1,2,2,1,1,1,25,58,28:47.6,5327620,54,12,01:30.1,213.342,1
20468,343,18,1,1,4,2,2,2,18,58,2.645,5330265,42,7,01:29.9,213.769,1
20470,343,30,131,3,5,4,4,4,12,58,31.11,5358730,53,6,01:29.8,213.971,1
20471,343,3,131,4,6,5,5,5,10,58,32.266,5359886,52,9,01:30.0,213.574,1
20474,343,4,6,8,12,8,8,8,4,58,46.544,5374164,56,11,01:30.0,213.493,1
20491,344,1,1,2,1,1,1,1,25,70,33:53.5,5633456,62,2,01:17.8,201.778,1
20492,344,18,1,1,4,2,2,2,18,70,2.254,5635710,66,4,01:18.1,200.906,1
20493,344,4,6,8,3,3,3,3,15,70,9.214,5642670,44,6,01:18.2,200.744,1
20494,344,20,9,5,2,4,4,4,12,70,37.817,5671273,62,8,01:18.4,200.206,1
20496,344,3,131,4,10,6,6,6,8,70,56.084,5689540,68,3,01:17.8,201.711,1
20515,345,20,9,5,1,1,1,1,25,57,40:29.6,6029571,52,3,01:39.1,196.774,1
20516,345,1,1,2,3,2,2,2,18,57,5.042,6034613,56,4,01:39.2,196.744,1
20517,345,18,1,1,7,3,3,3,15,57,12.658,6042229,54,1,01:38.8,197.521,1
20522,345,4,6,8,4,8,8,8,4,57,32.809,6062380,50,10,01:39.9,195.3,1
20524,345,3,131,4,12,10,10,10,1,57,44.382,6073953,57,9,01:39.9,195.322,1
20529,345,30,131,3,15,15,15,15,0,57,48.826,6078397,53,2,01:39.0,197.118,1
20540,346,1,1,2,4,2,2,2,18,52,1.36,5079560,43,6,01:32.8,228.633,1
20541,346,3,131,4,5,3,3,3,15,52,21.307,5099507,50,7,01:33.0,228.156,1
20542,346,18,1,1,14,4,4,4,12,52,21.986,5100186,52,9,01:33.0,228.031,1
20545,346,20,9,5,1,7,7,7,6,52,36.734,5114934,52,3,01:32.0,230.6,1
20547,346,30,131,3,10,9,9,9,2,52,41.599,5119799,47,15,01:34.2,225.203,1
20552,346,4,6,8,3,14,14,14,0,52,+1:02.385,5140585,52,1,01:30.9,233.373,1
20563,347,4,6,8,2,1,1,1,25,67,27:38.9,5258864,66,2,01:15.9,217.005,1
20565,347,20,9,5,1,3,3,3,15,67,5.121,5263985,67,1,01:15.8,217.166,1
20566,347,1,1,2,6,4,4,4,12,67,26.896,5285760,65,5,01:16.5,215.238,1
20567,347,18,1,1,5,5,5,5,10,67,29.482,5288346,65,4,01:16.5,215.385,1
20588,348,4,6,8,3,2,2,2,18,70,17.821,6083392,67,4,01:23.2,189.573,1
20589,348,20,9,5,1,3,3,3,15,70,19.252,6084823,70,1,01:22.4,191.491,1
20611,349,1,1,2,2,1,1,1,25,44,29:04.3,5344268,32,1,01:49.1,231.178,1
20616,349,3,131,4,14,6,6,6,8,44,12.359,5356627,31,10,01:51.7,225.757,1
20617,349,30,131,3,21,7,7,7,6,44,15.548,5359816,32,13,01:51.9,225.301,1
20635,350,4,6,8,1,1,1,1,25,53,16:24.6,4584572,52,1,01:24.1,247.861,1
20636,350,18,1,1,2,2,2,2,18,53,2.938,4587510,46,8,01:24.6,246.516,1
20638,350,20,9,5,6,4,4,4,12,53,28.196,4612768,50,4,01:24.5,246.822,1
20639,350,3,131,4,7,5,5,5,10,53,29.942,4614514,52,3,01:24.5,246.828,1
20643,350,30,131,3,12,9,9,9,2,53,44.948,4629520,49,11,01:24.9,245.503,1
20659,351,4,6,8,1,1,1,1,25,61,57:53.6,7073579,58,1,01:48.0,169.137,1
20660,351,20,9,5,2,2,2,2,18,61,0.293,7073872,59,2,01:48.1,168.879,1
20662,351,18,1,1,4,4,4,4,12,61,30.384,7103963,61,7,01:49.7,166.462,1
20663,351,3,131,4,7,5,5,5,10,61,49.394,7122973,55,8,01:50.1,165.837,1
20683,352,20,9,5,1,1,1,1,25,53,30:27.3,5427323,51,3,01:33.7,223.219,1
20685,352,4,6,8,4,3,3,3,15,53,2.721,5430044,53,4,01:33.8,222.815,1
20686,352,18,1,1,5,4,4,4,12,53,13.522,5440845,53,2,01:33.5,223.515,1
20687,352,1,1,2,8,5,5,5,10,53,39.595,5466918,35,9,01:35.2,219.633,1
20688,352,30,131,3,10,6,6,6,8,53,59.933,5487256,52,7,01:34.9,220.395,1
20707,353,4,6,8,3,1,1,1,25,55,48:20.8,10100810,42,1,01:50.3,183.335,1
20708,353,1,1,2,4,2,2,2,18,55,14.999,10115809,42,3,01:50.4,183.048,1
20710,353,30,131,3,9,4,4,4,12,55,39.688,10140498,43,8,01:51.8,180.748,1
20718,353,18,1,1,7,12,12,12,0,55,+1:29.939,10190749,42,11,01:52.2,180.171,1
20731,354,20,9,5,2,1,1,1,25,71,33:11.8,5591803,70,6,01:14.3,208.828,1
20733,354,4,6,8,5,3,3,3,15,71,6.807,5598610,67,2,01:13.9,210.038,1
20734,354,1,1,2,4,4,4,4,12,71,14.634,5606437,66,1,01:13.9,210.049,1
20735,354,18,1,1,11,5,5,5,10,71,15.593,5607396,71,3,01:13.9,209.819,1
20736,354,3,131,4,13,6,6,6,8,71,35.32,5627123,65,5,01:14.2,209.107,1
20737,354,30,131,3,8,7,7,7,6,71,43.456,5635259,71,12,01:15.2,206.229,1
20755,355,20,9,5,1,1,1,1,25,55,39:36.8,5976837,50,4,01:41.7,196.526,1
20756,355,1,1,2,2,2,2,2,18,55,10.162,5986999,47,1,01:41.3,197.428,1
20757,355,18,1,1,4,3,3,3,15,55,11.047,5987884,48,2,01:41.6,196.725,1
20758,355,3,131,4,9,4,4,4,12,55,30.747,6007584,52,3,01:41.7,196.58,1
20761,355,4,6,8,3,7,7,7,6,55,43.797,6020634,52,7,01:42.2,195.588,1
20779,841,20,9,1,1,1,1,1,25,58,29:30.3,5370259,44,4,01:29.8,212.488,1
20780,841,1,1,3,2,2,2,2,18,58,22.297,5392556,41,8,01:30.3,211.382,1
20782,841,4,6,5,5,4,4,4,12,58,31.772,5402031,49,2,01:29.5,213.336,1
20784,841,18,1,4,4,6,6,6,8,58,54.304,5424563,49,5,01:29.9,212.396,1
20801,842,20,9,1,1,1,1,1,25,56,37:39.8,5859832,33,6,01:41.5,196.523,1
20802,842,18,1,4,4,2,2,2,18,56,3.261,5863093,50,4,01:41.3,197.057,1
20806,842,4,6,5,5,6,6,6,8,56,37.248,5897080,49,2,01:40.7,198.127,1
20808,842,1,1,3,2,8,8,8,4,56,+1:09.957,5929789,54,5,01:41.5,196.575,1
20809,842,30,131,7,11,9,9,9,2,56,+1:24.896,5944728,45,11,01:42.5,194.698,1
20849,844,20,9,1,1,1,1,1,25,58,30:17.6,5417558,50,3,01:29.9,213.669,1
20851,844,4,6,5,5,3,3,3,15,58,10.075,5427633,48,6,01:30.3,212.86,1
20852,844,1,1,3,4,4,4,4,12,58,40.232,5457790,48,4,01:30.1,213.264,1
20853,844,3,131,8,3,5,5,5,10,58,47.539,5465097,47,7,01:30.6,212.169,1
20854,844,18,1,4,6,6,6,6,8,58,59.431,5476989,47,13,01:31.2,210.786,1
20860,844,30,131,7,8,12,12,12,0,58,+1:25.444,5503002,47,12,01:31.2,210.819,1
20873,845,20,9,1,2,1,1,1,25,66,39:03.3,5943301,60,4,01:27.2,192.262,1
20874,845,1,1,3,3,2,2,2,18,66,0.63,5943931,52,1,01:26.7,193.227,1
20875,845,18,1,4,5,3,3,3,15,66,35.697,5978998,63,7,01:27.5,191.48,1
20897,846,20,9,1,1,1,1,1,25,78,09:38.4,7778373,78,2,01:16.3,157.656,1
20898,846,4,6,5,4,2,2,2,18,78,1.138,7779511,77,4,01:16.5,157.236,1
20899,846,18,1,4,2,3,3,3,15,78,2.378,7780751,78,3,01:16.5,157.252,1
20902,846,1,1,3,9,6,6,6,8,78,27.21,7805583,54,5,01:17.8,154.456,1
20920,847,18,1,4,7,1,1,1,25,70,04:39.5,14679537,69,1,01:17.0,204.007,1
20921,847,20,9,1,1,2,2,2,18,70,2.709,14682246,69,2,01:17.2,203.317,1
20923,847,30,131,7,8,4,4,4,12,70,14.219,14693756,70,4,01:19.1,198.382,1
20930,847,3,131,8,6,11,11,11,0,70,50.454,14729991,69,9,01:20.1,196.07,1
20944,848,20,9,1,1,1,1,1,25,57,39:36.2,5976169,53,1,01:41.9,191.536,1
20945,848,4,6,5,4,2,2,2,18,57,10.891,5987060,49,2,01:42.3,190.683,1
20947,848,1,1,3,3,4,4,4,12,57,46.19,6022359,47,6,01:42.9,189.499,1
20949,848,18,1,4,6,6,6,6,8,57,+1:00.065,6036234,57,3,01:42.3,190.623,1
20950,848,3,131,8,7,7,7,7,6,57,+1:38.090,6074259,53,12,01:43.6,188.215,1
20968,849,4,6,5,3,1,1,1,25,52,28:41.2,5321196,41,1,01:34.9,223.454,1
20969,849,20,9,1,2,2,2,2,18,52,16.511,5337707,38,3,01:35.6,221.918,1
20971,849,1,1,3,10,4,4,4,12,52,28.986,5350182,39,5,01:36.2,220.499,1
20973,849,3,131,8,9,6,6,6,8,52,+1:00.665,5381861,32,13,01:37.1,218.47,1
20976,849,30,131,7,13,9,9,9,2,52,+1:17.912,5399108,34,11,01:37.0,218.558,1
20992,850,1,1,3,2,1,1,1,25,60,37:30.3,5850334,59,1,01:34.3,196.526,1
20993,850,4,6,5,4,2,2,2,18,60,3.98,5854314,60,5,01:34.6,195.853,1
20995,850,20,9,1,3,4,4,4,12,60,47.921,5898255,47,3,01:34.6,195.933,1
21016,851,18,1,4,3,1,1,1,25,70,46:42.3,6402337,58,6,01:23.9,187.898,1
21017,851,20,9,1,1,2,2,2,18,70,3.588,6405925,70,5,01:23.9,188.036,1
21018,851,4,6,5,5,3,3,3,15,70,19.819,6422156,62,3,01:23.7,188.405,1
21019,851,1,1,3,2,4,4,4,12,70,48.338,6450675,61,2,01:23.7,188.517,1
21040,852,20,9,1,1,1,1,1,25,44,26:44.9,5204893,36,4,01:50.5,228.285,1
21042,852,18,1,4,13,3,3,3,15,44,9.669,5214562,39,2,01:50.1,229.092,1
21043,852,4,6,5,8,4,4,4,12,44,13.022,5217915,41,5,01:51.1,226.937,1
21044,852,30,131,7,24,5,5,5,10,44,47.464,5252357,34,6,01:51.1,226.876,1
21045,852,3,131,8,5,6,6,6,8,44,48.674,5253567,39,8,01:52.3,224.601,1
21064,853,20,9,1,1,1,1,1,25,53,20:46.2,4846172,49,3,01:26.6,240.937,1
21065,853,18,1,4,3,2,2,2,18,53,9.59,4855762,52,2,01:26.2,241.915,1
21066,853,4,6,5,4,3,3,3,15,53,16.909,4863081,50,6,01:27.2,239.185,1
21067,853,1,1,3,2,4,4,4,12,53,17.417,4863589,52,1,01:26.2,241.971,1
21068,853,30,131,7,8,5,5,5,10,53,32.677,4878849,46,7,01:27.4,238.607,1
21088,854,20,9,1,1,1,1,1,25,61,59:04.8,7146757,51,2,01:48.7,168.029,1
21089,854,18,1,4,3,2,2,2,18,61,1.737,7148494,54,1,01:48.5,168.392,1
21091,854,4,6,5,5,4,4,4,12,61,55.449,7202206,58,5,01:50.9,164.691,1
21092,854,1,1,3,4,5,5,5,10,61,+1:07.766,7214523,54,4,01:50.8,164.779,1
21112,855,18,1,4,2,1,1,1,25,53,30:53.4,5453427,52,1,01:36.6,216.481,1
21113,855,4,6,5,5,2,2,2,18,53,1.16,5454587,50,4,01:36.7,216.226,1
21114,855,20,9,1,1,3,3,3,15,53,2.006,5455433,52,6,01:36.9,215.704,1
21116,855,1,1,3,3,5,5,5,10,53,24.268,5477695,49,9,01:37.6,214.093,1
21117,855,30,131,7,8,6,6,6,8,53,27.12,5480547,53,12,01:37.9,213.501,1
21121,855,3,131,8,23,10,10,10,1,53,44.322,5497749,50,3,01:36.6,216.378,1
21136,856,20,9,1,2,1,1,1,25,55,38:02.0,5881994,55,1,01:39.6,202.941,1
21137,856,1,1,3,1,2,2,2,18,55,12.019,5894013,54,3,01:40.5,201.216,1
21139,856,18,1,4,3,4,4,4,12,55,14.694,5896688,55,7,01:40.7,200.716,1
21140,856,4,6,5,6,5,5,5,10,55,15.689,5897683,41,6,01:40.5,201.04,1
21143,856,3,131,8,7,8,8,8,4,55,54.053,5936047,49,9,01:41.8,198.624,1
21160,857,20,9,1,1,1,1,1,25,60,30:35.0,5435002,60,1,01:27.2,211.463,1
21161,857,18,1,4,4,2,2,2,18,60,8.433,5443435,60,4,01:28.0,209.737,1
